Date,Day_of_Week,Is_Weekend,Season,Weather_Type,Special_Occasion,Holiday,Total_Customers,LPG_Usage_kg,Dosa_Sold,Idly_Sold,Vada_Sold,Puri_Sold
2027-11-22,Monday,0,Autumn,Sunny,No Occasion,0,294,6.86,86,86,44,78
2027-11-23,Tuesday,0,Autumn,Sunny,No Occasion,0,261,7.69,56,99,67,39
2027-11-24,Wednesday,0,Autumn,Cloudy,No Occasion,0,329,7.76,104,62,85,78
2027-11-25,Thursday,0,Autumn,Rainy,No Occasion,0,284,8.04,58,161,57,8
2027-11-26,Friday,0,Autumn,Cloudy,No Occasion,0,306,8.28,150,69,11,76
2027-11-27,Saturday,1,Autumn,Sunny,No Occasion,0,526,13.91,134,189,77,126
2027-11-28,Sunday,1,Autumn,Rainy,No Occasion,0,334,9.52,122,64,106,42
2027-11-29,Monday,0,Autumn,Sunny,Local Event,0,353,10.4,88,170,46,49
2027-11-30,Tuesday,0,Autumn,Sunny,Festival,1,551,11.31,85,144,125,197
2027-12-01,Wednesday,0,Winter,Foggy,No Occasion,0,334,6.94,87,66,90,91
2027-12-02,Thursday,0,Winter,Cold,Festival,1,502,12.08,116,84,82,220
2027-12-03,Friday,0,Winter,Cold,No Occasion,0,305,7.59,118,39,51,97
2027-12-04,Saturday,1,Winter,Sunny,No Occasion,0,450,12.62,151,115,124,60
2027-12-05,Sunday,1,Winter,Sunny,Festival,1,679,17.57,161,91,178,249
2027-12-06,Monday,0,Winter,Cold,No Occasion,0,288,5.93,100,44,48,96
2027-12-07,Tuesday,0,Winter,Cold,Festival,1,627,12.67,139,79,118,291
2027-12-08,Wednesday,0,Winter,Cold,No Occasion,1,354,10.22,91,76,31,156
2027-12-09,Thursday,0,Winter,Cold,Local Event,0,249,7.15,65,52,72,60
2027-12-10,Friday,0,Winter,Cold,No Occasion,0,333,6.96,87,87,65,94
2027-12-11,Saturday,1,Winter,Foggy,No Occasion,0,386,10.16,70,167,104,45
2027-12-12,Sunday,1,Winter,Foggy,No Occasion,0,339,8.9,99,86,81,73
2027-12-13,Monday,0,Winter,Rainy,No Occasion,0,212,5.22,64,68,7,73
2027-12-14,Tuesday,0,Winter,Foggy,No Occasion,0,293,8.15,99,79,58,57
2027-12-15,Wednesday,0,Winter,Cold,No Occasion,0,341,9.69,94,83,93,71
2027-12-16,Thursday,0,Winter,Foggy,No Occasion,0,269,6.38,101,67,30,71
2027-12-17,Friday,0,Winter,Cold,No Occasion,0,214,4.79,56,70,33,55
2027-12-18,Saturday,1,Winter,Sunny,Festival,1,723,19.48,144,44,232,303
2027-12-19,Sunday,1,Winter,Cold,Local Event,1,561,15.17,201,93,116,151
2027-12-20,Monday,0,Winter,Cold,No Occasion,0,174,3.58,47,46,25,56
2027-12-21,Tuesday,0,Winter,Foggy,No Occasion,0,266,7.66,98,76,21,71
2027-12-22,Wednesday,0,Winter,Cold,Festival,1,721,17.91,145,125,162,289
2027-12-23,Thursday,0,Winter,Sunny,No Occasion,0,271,7.08,66,70,52,83
2027-12-24,Friday,0,Winter,Cold,No Occasion,0,376,8.89,95,96,100,85
2027-12-25,Saturday,1,Winter,Sunny,No Occasion,0,422,9.34,156,60,69,137
2027-12-26,Sunday,1,Winter,Foggy,No Occasion,0,370,9.56,122,66,94,88
2027-12-27,Monday,0,Winter,Sunny,Festival,1,484,10.35,54,127,128,175
2027-12-28,Tuesday,0,Winter,Foggy,No Occasion,0,391,9.95,92,92,62,145
2027-12-29,Wednesday,0,Winter,Cold,No Occasion,0,285,8.26,75,72,52,86
2027-12-30,Thursday,0,Winter,Foggy,No Occasion,0,230,5.65,103,33,35,59
2027-12-31,Friday,0,Winter,Cold,No Occasion,0,271,5.61,93,55,62,61
2028-01-01,Saturday,1,Winter,Cold,No Occasion,0,461,12.46,160,60,70,171
2028-01-02,Sunday,1,Winter,Cold,No Occasion,0,468,11.37,122,102,72,172
2028-01-03,Monday,0,Winter,Cold,No Occasion,0,323,7.87,112,78,28,105
2028-01-04,Tuesday,0,Winter,Cold,No Occasion,0,338,9.62,81,112,44,101
2028-01-05,Wednesday,0,Winter,Foggy,No Occasion,0,326,7.83,151,73,49,53
2028-01-06,Thursday,0,Winter,Cold,Festival,1,510,14.36,142,75,100,193
2028-01-07,Friday,0,Winter,Foggy,No Occasion,0,268,8.04,82,34,84,68
2028-01-08,Saturday,1,Winter,Sunny,No Occasion,0,399,9.78,158,65,85,91
2028-01-09,Sunday,1,Winter,Sunny,Local Event,0,426,11.14,143,161,49,73
2028-01-10,Monday,0,Winter,Foggy,No Occasion,0,276,7.43,77,85,65,49
2028-01-11,Tuesday,0,Winter,Sunny,No Occasion,0,330,8.09,86,52,121,71
2028-01-12,Wednesday,0,Winter,Foggy,Local Event,0,362,10.5,98,68,105,91
2028-01-13,Thursday,0,Winter,Sunny,No Occasion,0,313,8.38,152,74,43,44
2028-01-14,Friday,0,Winter,Cold,No Occasion,0,375,9.09,89,43,101,142
2028-01-15,Saturday,1,Winter,Sunny,No Occasion,0,410,9.34,125,45,90,150
2028-01-16,Sunday,1,Winter,Cold,No Occasion,0,369,10.25,94,100,85,90
2028-01-17,Monday,0,Winter,Cold,Festival,0,462,12.24,75,100,151,136
2028-01-18,Tuesday,0,Winter,Cold,No Occasion,0,240,4.9,75,60,33,72
2028-01-19,Wednesday,0,Winter,Rainy,No Occasion,0,125,2.77,41,48,21,15
2028-01-20,Thursday,0,Winter,Foggy,No Occasion,0,209,5.24,30,66,66,47
2028-01-21,Friday,0,Winter,Rainy,No Occasion,0,216,6.21,69,60,36,51
2028-01-22,Saturday,1,Winter,Rainy,No Occasion,0,398,8.77,99,139,108,52
2028-01-23,Sunday,1,Winter,Cold,No Occasion,0,496,13.55,223,64,91,118
2028-01-24,Monday,0,Winter,Sunny,No Occasion,0,268,6.02,47,69,113,39
2028-01-25,Tuesday,0,Winter,Cold,No Occasion,0,325,6.55,92,75,64,94
2028-01-26,Wednesday,0,Winter,Sunny,No Occasion,0,269,5.82,98,77,22,72
2028-01-27,Thursday,0,Winter,Foggy,No Occasion,0,311,9.15,106,38,44,123
2028-01-28,Friday,0,Winter,Foggy,No Occasion,0,284,5.92,106,59,24,95
2028-01-29,Saturday,1,Winter,Cold,No Occasion,1,441,10.64,122,125,105,89
2028-01-30,Sunday,1,Winter,Foggy,No Occasion,0,289,6.17,126,50,40,73
2028-01-31,Monday,0,Winter,Cold,No Occasion,0,390,9.97,91,84,62,153
2028-02-01,Tuesday,0,Winter,Rainy,No Occasion,0,313,7.36,67,100,72,74
2028-02-02,Wednesday,0,Winter,Rainy,Festival,1,376,7.76,69,95,109,103
2028-02-03,Thursday,0,Winter,Sunny,No Occasion,0,248,5.62,107,33,46,62
2028-02-04,Friday,0,Winter,Rainy,No Occasion,0,270,5.83,77,85,26,82
2028-02-05,Saturday,1,Winter,Foggy,No Occasion,0,319,8.94,121,87,64,47
2028-02-06,Sunday,1,Winter,Sunny,No Occasion,0,434,12.76,123,105,118,88
2028-02-07,Monday,0,Winter,Cold,No Occasion,0,210,6.06,49,28,46,87
2028-02-08,Tuesday,0,Winter,Foggy,No Occasion,0,329,7.7,62,117,102,48
2028-02-09,Wednesday,0,Winter,Cold,No Occasion,0,269,6.37,68,61,65,75
2028-02-10,Thursday,0,Winter,Sunny,No Occasion,0,193,5.19,47,45,42,59
2028-02-11,Friday,0,Winter,Cold,Local Event,0,416,8.63,119,59,99,139
2028-02-12,Saturday,1,Winter,Cold,Festival,1,755,18.42,147,69,208,331
2028-02-13,Sunday,1,Winter,Rainy,No Occasion,0,297,7.86,72,95,91,39
2028-02-14,Monday,0,Winter,Sunny,Festival,1,561,15.99,83,94,117,267
2028-02-15,Tuesday,0,Winter,Sunny,No Occasion,0,266,5.41,72,107,57,30
2028-02-16,Wednesday,0,Winter,Cold,No Occasion,0,356,8.3,101,128,37,90
2028-02-17,Thursday,0,Winter,Foggy,No Occasion,0,252,6.28,73,79,27,73
2028-02-18,Friday,0,Winter,Cold,No Occasion,0,362,10.33,101,70,61,130
2028-02-19,Saturday,1,Winter,Sunny,No Occasion,0,469,10.29,125,101,160,83
2028-02-20,Sunday,1,Winter,Cold,Local Event,1,536,12.56,162,82,119,173
2028-02-21,Monday,0,Winter,Cold,No Occasion,0,313,6.71,102,71,50,90
2028-02-22,Tuesday,0,Winter,Foggy,No Occasion,0,309,6.38,72,48,82,107
2028-02-23,Wednesday,0,Winter,Sunny,No Occasion,0,288,6.88,84,64,73,67
2028-02-24,Thursday,0,Winter,Cold,No Occasion,0,311,6.56,86,58,69,98
2028-02-25,Friday,0,Winter,Sunny,No Occasion,0,329,6.93,128,86,42,73
2028-02-26,Saturday,1,Winter,Cold,No Occasion,0,445,11.25,154,53,91,147
2028-02-27,Sunday,1,Winter,Sunny,No Occasion,0,339,9.4,96,84,77,82
2028-02-28,Monday,0,Winter,Cold,No Occasion,0,391,9.97,118,75,86,112
2028-02-29,Tuesday,0,Winter,Cold,Local Event,0,240,6.41,73,58,57,52
2028-03-01,Wednesday,0,Summer,Sunny,No Occasion,0,333,9.57,81,141,98,13
2028-03-02,Thursday,0,Summer,Sunny,No Occasion,0,339,9.48,127,93,69,50
2028-03-03,Friday,0,Summer,Sunny,No Occasion,0,328,6.59,110,69,57,92
2028-03-04,Saturday,1,Summer,Sunny,No Occasion,0,470,12.76,226,116,101,27
2028-03-05,Sunday,1,Summer,Sunny,Festival,1,729,16.18,133,184,174,238
2028-03-06,Monday,0,Summer,Cloudy,No Occasion,0,363,8.27,105,100,10,148
2028-03-07,Tuesday,0,Summer,Cloudy,No Occasion,0,170,5.08,49,27,41,53
2028-03-08,Wednesday,0,Summer,Sunny,No Occasion,0,417,9.11,157,142,38,80
2028-03-09,Thursday,0,Summer,Sunny,Local Event,0,353,7.6,128,82,91,52
2028-03-10,Friday,0,Summer,Cloudy,No Occasion,0,275,5.6,27,137,79,32
2028-03-11,Saturday,1,Summer,Sunny,No Occasion,0,369,11.07,88,114,86,81
2028-03-12,Sunday,1,Summer,Sunny,No Occasion,0,360,8.85,153,97,93,17
2028-03-13,Monday,0,Summer,Cloudy,No Occasion,0,365,8.78,94,101,103,67
2028-03-14,Tuesday,0,Summer,Sunny,No Occasion,1,441,12.86,98,141,68,134
2028-03-15,Wednesday,0,Summer,Sunny,Festival,1,596,14.67,88,112,181,215
2028-03-16,Thursday,0,Summer,Sunny,No Occasion,0,253,7.35,74,121,20,38
2028-03-17,Friday,0,Summer,Sunny,No Occasion,0,463,13.19,138,174,76,75
2028-03-18,Saturday,1,Summer,Sunny,No Occasion,0,346,7.83,169,133,18,26
2028-03-19,Sunday,1,Summer,Sunny,No Occasion,0,439,12.8,116,158,130,35
2028-03-20,Monday,0,Summer,Cloudy,No Occasion,0,266,7.17,99,80,46,41
2028-03-21,Tuesday,0,Summer,Rainy,No Occasion,0,263,5.99,64,96,58,45
2028-03-22,Wednesday,0,Summer,Sunny,No Occasion,0,336,8.32,74,120,73,69
2028-03-23,Thursday,0,Summer,Cloudy,Festival,1,683,16.75,113,182,145,243
2028-03-24,Friday,0,Summer,Sunny,No Occasion,0,303,8.15,76,116,40,71
2028-03-25,Saturday,1,Summer,Sunny,No Occasion,0,466,12.11,131,179,96,60
2028-03-26,Sunday,1,Summer,Sunny,No Occasion,0,474,11.75,148,93,139,94
2028-03-27,Monday,0,Summer,Cloudy,No Occasion,0,328,9.16,79,115,65,69
2028-03-28,Tuesday,0,Summer,Sunny,Local Event,0,295,8.84,84,114,53,44
2028-03-29,Wednesday,0,Summer,Sunny,No Occasion,0,332,7.1,109,116,67,40
2028-03-30,Thursday,0,Summer,Sunny,No Occasion,0,310,6.73,91,112,63,44
2028-03-31,Friday,0,Summer,Cloudy,No Occasion,0,306,8.36,108,104,56,38
2028-04-01,Saturday,1,Summer,Sunny,Local Event,0,490,13.7,146,169,104,71
2028-04-02,Sunday,1,Summer,Sunny,No Occasion,0,378,9.37,129,74,105,70
2028-04-03,Monday,0,Summer,Cloudy,No Occasion,0,358,8.64,120,127,90,21
2028-04-04,Tuesday,0,Summer,Sunny,No Occasion,0,358,9.6,97,75,96,90
2028-04-05,Wednesday,0,Summer,Sunny,No Occasion,0,352,9.68,95,131,17,109
2028-04-06,Thursday,0,Summer,Sunny,No Occasion,0,340,9.84,100,129,57,54
2028-04-07,Friday,0,Summer,Sunny,No Occasion,0,363,8.39,141,81,85,56
2028-04-08,Saturday,1,Summer,Sunny,Local Event,1,494,12.68,193,97,113,91
2028-04-09,Sunday,1,Summer,Cloudy,No Occasion,0,358,9.59,121,117,70,50
2028-04-10,Monday,0,Summer,Cloudy,No Occasion,0,343,8.19,87,100,89,67
2028-04-11,Tuesday,0,Summer,Sunny,No Occasion,0,331,6.89,82,118,75,56
2028-04-12,Wednesday,0,Summer,Rainy,No Occasion,0,247,6.92,85,96,39,27
2028-04-13,Thursday,0,Summer,Cloudy,No Occasion,0,315,6.92,51,100,113,51
2028-04-14,Friday,0,Summer,Sunny,Festival,1,588,16.68,138,156,82,212
2028-04-15,Saturday,1,Summer,Sunny,No Occasion,0,469,9.69,142,190,50,87
2028-04-16,Sunday,1,Summer,Sunny,No Occasion,0,484,12.62,177,118,114,75
2028-04-17,Monday,0,Summer,Cloudy,No Occasion,0,295,7.4,64,118,71,42
2028-04-18,Tuesday,0,Summer,Sunny,Festival,1,657,17.24,97,225,104,231
2028-04-19,Wednesday,0,Summer,Rainy,No Occasion,0,158,4.54,27,58,33,40
2028-04-20,Thursday,0,Summer,Sunny,Festival,1,362,8.41,97,88,73,104
2028-04-21,Friday,0,Summer,Sunny,No Occasion,0,308,7.39,113,65,62,68
2028-04-22,Saturday,1,Summer,Sunny,No Occasion,0,361,10.8,179,120,33,29
2028-04-23,Sunday,1,Summer,Sunny,No Occasion,0,373,9.67,148,148,69,8
2028-04-24,Monday,0,Summer,Rainy,Festival,1,396,8.27,80,95,105,116
2028-04-25,Tuesday,0,Summer,Sunny,No Occasion,0,354,7.75,165,93,68,28
2028-04-26,Wednesday,0,Summer,Sunny,No Occasion,0,290,7.9,120,64,20,86
2028-04-27,Thursday,0,Summer,Sunny,No Occasion,0,338,7.61,102,102,76,58
2028-04-28,Friday,0,Summer,Cloudy,No Occasion,0,300,8.82,111,117,22,50
2028-04-29,Saturday,1,Summer,Cloudy,No Occasion,0,420,10.24,118,110,105,87
2028-04-30,Sunday,1,Summer,Sunny,Local Event,1,546,14.78,154,168,137,87
2028-05-01,Monday,0,Summer,Cloudy,No Occasion,0,350,9.24,101,91,65,93
2028-05-02,Tuesday,0,Summer,Cloudy,No Occasion,0,365,7.57,77,138,72,78
2028-05-03,Wednesday,0,Summer,Sunny,No Occasion,0,385,8.33,167,121,31,66
2028-05-04,Thursday,0,Summer,Sunny,No Occasion,0,215,5.66,87,80,43,5
2028-05-05,Friday,0,Summer,Sunny,Local Event,1,383,10.38,69,118,74,122
2028-05-06,Saturday,1,Summer,Sunny,Festival,1,585,16.97,125,117,136,207
2028-05-07,Sunday,1,Summer,Cloudy,Local Event,0,261,5.55,112,71,54,24
2028-05-08,Monday,0,Summer,Sunny,No Occasion,0,332,7.08,97,112,50,73
2028-05-09,Tuesday,0,Summer,Sunny,Festival,1,569,12.2,107,141,164,157
2028-05-10,Wednesday,0,Summer,Sunny,Local Event,0,299,6.26,81,86,74,58
2028-05-11,Thursday,0,Summer,Sunny,No Occasion,0,228,6.48,90,78,20,40
2028-05-12,Friday,0,Summer,Cloudy,No Occasion,0,330,7.17,101,125,72,32
2028-05-13,Saturday,1,Summer,Sunny,No Occasion,0,337,7.76,100,121,51,65
2028-05-14,Sunday,1,Summer,Sunny,No Occasion,0,427,11.51,173,121,86,47
2028-05-15,Monday,0,Summer,Sunny,Festival,1,683,14.39,122,201,136,224
2028-05-16,Tuesday,0,Summer,Sunny,Festival,1,603,16.18,106,127,170,200
2028-05-17,Wednesday,0,Summer,Sunny,No Occasion,0,288,7.5,119,67,56,46
2028-05-18,Thursday,0,Summer,Cloudy,Festival,1,497,13.85,96,64,148,189
2028-05-19,Friday,0,Summer,Rainy,Festival,1,377,11.09,81,116,103,77
2028-05-20,Saturday,1,Summer,Sunny,No Occasion,0,475,12.65,108,172,139,56
2028-05-21,Sunday,1,Summer,Sunny,No Occasion,0,391,10.8,174,102,45,70
2028-05-22,Monday,0,Summer,Sunny,Festival,1,557,13.91,153,95,118,191
2028-05-23,Tuesday,0,Summer,Sunny,No Occasion,0,236,5.54,125,67,28,16
2028-05-24,Wednesday,0,Summer,Cloudy,No Occasion,0,300,8.82,116,103,24,57
2028-05-25,Thursday,0,Summer,Sunny,No Occasion,0,294,6.04,112,61,116,5
2028-05-26,Friday,0,Summer,Cloudy,No Occasion,0,366,8.03,96,150,62,58
2028-05-27,Saturday,1,Summer,Sunny,No Occasion,0,345,9.96,112,98,80,55
2028-05-28,Sunday,1,Summer,Sunny,No Occasion,0,383,10.96,144,90,125,24
2028-05-29,Monday,0,Summer,Cloudy,No Occasion,0,378,7.97,104,143,54,77
2028-05-30,Tuesday,0,Summer,Cloudy,No Occasion,0,206,5.82,73,50,28,55
2028-05-31,Wednesday,0,Summer,Cloudy,No Occasion,0,249,6.13,88,106,31,24
2028-06-01,Thursday,0,Monsoon,Heavy Rain,No Occasion,0,182,4.73,49,86,36,11
2028-06-02,Friday,0,Monsoon,Rainy,No Occasion,0,234,6.32,112,88,9,25
2028-06-03,Saturday,1,Monsoon,Sunny,Festival,0,616,14.77,186,78,152,200
2028-06-04,Sunday,1,Monsoon,Cloudy,No Occasion,0,434,9.96,154,90,149,41
2028-06-05,Monday,0,Monsoon,Rainy,No Occasion,0,201,6.02,90,52,46,13
2028-06-06,Tuesday,0,Monsoon,Rainy,Local Event,0,328,9.12,130,167,13,18
2028-06-07,Wednesday,0,Monsoon,Rainy,No Occasion,0,287,5.86,83,124,66,14
2028-06-08,Thursday,0,Monsoon,Sunny,Festival,1,631,15.65,128,65,170,268
2028-06-09,Friday,0,Monsoon,Rainy,No Occasion,0,270,6.54,83,116,50,21
2028-06-10,Saturday,1,Monsoon,Rainy,No Occasion,0,343,8.94,126,101,81,35
2028-06-11,Sunday,1,Monsoon,Rainy,Festival,1,458,11.37,159,87,129,83
2028-06-12,Monday,0,Monsoon,Rainy,No Occasion,0,198,4.41,47,86,57,8
2028-06-13,Tuesday,0,Monsoon,Cloudy,No Occasion,0,250,5.43,77,86,54,33
2028-06-14,Wednesday,0,Monsoon,Rainy,No Occasion,0,357,9.46,119,139,68,31
2028-06-15,Thursday,0,Monsoon,Cloudy,Local Event,0,270,6.05,61,80,61,68
2028-06-16,Friday,0,Monsoon,Cloudy,No Occasion,0,388,10.72,98,50,150,90
2028-06-17,Saturday,1,Monsoon,Cloudy,No Occasion,0,412,9.61,134,62,149,67
2028-06-18,Sunday,1,Monsoon,Cloudy,No Occasion,0,433,10.89,160,116,97,60
2028-06-19,Monday,0,Monsoon,Rainy,No Occasion,0,296,5.93,95,107,70,24
2028-06-20,Tuesday,0,Monsoon,Rainy,Local Event,0,254,6.76,87,80,42,45
2028-06-21,Wednesday,0,Monsoon,Heavy Rain,No Occasion,0,133,3.79,46,35,37,15
2028-06-22,Thursday,0,Monsoon,Rainy,No Occasion,0,251,6.86,108,97,39,7
2028-06-23,Friday,0,Monsoon,Rainy,Festival,1,436,11.02,88,104,105,139
2028-06-24,Saturday,1,Monsoon,Heavy Rain,Festival,1,361,7.5,60,94,104,103
2028-06-25,Sunday,1,Monsoon,Heavy Rain,No Occasion,1,317,8.1,64,100,95,58
2028-06-26,Monday,0,Monsoon,Rainy,No Occasion,0,364,10.76,96,152,76,40
2028-06-27,Tuesday,0,Monsoon,Rainy,No Occasion,0,193,4.98,80,42,66,5
2028-06-28,Wednesday,0,Monsoon,Rainy,Festival,1,449,13.25,111,112,134,92
2028-06-29,Thursday,0,Monsoon,Rainy,No Occasion,0,226,5.7,74,74,59,19
2028-06-30,Friday,0,Monsoon,Rainy,No Occasion,0,246,6.03,56,104,58,28
2028-07-01,Saturday,1,Monsoon,Sunny,No Occasion,0,349,7.48,106,116,80,47
2028-07-02,Sunday,1,Monsoon,Cloudy,No Occasion,0,480,12.79,167,107,125,81
2028-07-03,Monday,0,Monsoon,Rainy,No Occasion,0,265,6.81,86,107,51,21
2028-07-04,Tuesday,0,Monsoon,Heavy Rain,No Occasion,0,206,5.66,57,113,23,13
2028-07-05,Wednesday,0,Monsoon,Heavy Rain,No Occasion,0,105,3.03,43,30,22,10
2028-07-06,Thursday,0,Monsoon,Heavy Rain,No Occasion,0,120,3.57,43,64,8,5
2028-07-07,Friday,0,Monsoon,Cloudy,No Occasion,0,248,7.09,115,53,45,35
2028-07-08,Saturday,1,Monsoon,Rainy,No Occasion,0,381,8.88,107,102,91,81
2028-07-09,Sunday,1,Monsoon,Rainy,Local Event,1,117,2.6,41,32,20,24
2028-07-10,Monday,0,Monsoon,Rainy,No Occasion,1,138,3.67,49,58,12,19
2028-07-11,Tuesday,0,Monsoon,Cloudy,No Occasion,0,293,7.59,62,65,63,103
2028-07-12,Wednesday,0,Monsoon,Rainy,No Occasion,0,174,3.76,63,68,39,4
2028-07-13,Thursday,0,Monsoon,Rainy,No Occasion,0,261,5.7,70,97,67,27
2028-07-14,Friday,0,Monsoon,Rainy,No Occasion,0,310,6.71,115,114,70,11
2028-07-15,Saturday,1,Monsoon,Heavy Rain,Local Event,0,232,6.3,75,79,45,33
2028-07-16,Sunday,1,Monsoon,Rainy,No Occasion,0,310,6.29,102,101,96,11
2028-07-17,Monday,0,Monsoon,Cloudy,No Occasion,0,330,6.83,120,83,78,49
2028-07-18,Tuesday,0,Monsoon,Rainy,No Occasion,0,208,4.75,76,68,43,21
2028-07-19,Wednesday,0,Monsoon,Rainy,No Occasion,0,251,5.72,61,101,59,30
2028-07-20,Thursday,0,Monsoon,Rainy,No Occasion,0,309,6.69,69,149,58,33
2028-07-21,Friday,0,Monsoon,Sunny,No Occasion,0,321,7.33,127,69,70,55
2028-07-22,Saturday,1,Monsoon,Heavy Rain,No Occasion,0,231,4.92,74,80,32,45
2028-07-23,Sunday,1,Monsoon,Rainy,No Occasion,0,309,7.62,97,88,105,19
2028-07-24,Monday,0,Monsoon,Cloudy,Festival,1,518,15.32,115,80,122,201
2028-07-25,Tuesday,0,Monsoon,Rainy,No Occasion,0,164,4.54,77,48,37,2
2028-07-26,Wednesday,0,Monsoon,Sunny,No Occasion,0,357,7.81,137,45,75,100
2028-07-27,Thursday,0,Monsoon,Sunny,No Occasion,0,270,8.09,58,97,53,62
2028-07-28,Friday,0,Monsoon,Sunny,No Occasion,0,271,7.87,119,54,63,35
2028-07-29,Saturday,1,Monsoon,Rainy,Festival,1,310,7.74,53,67,100,90
2028-07-30,Sunday,1,Monsoon,Rainy,No Occasion,0,311,6.76,124,100,65,22
2028-07-31,Monday,0,Monsoon,Heavy Rain,No Occasion,0,233,5.63,96,40,48,49
2028-08-01,Tuesday,0,Monsoon,Cloudy,No Occasion,0,307,8.7,114,83,75,35
2028-08-02,Wednesday,0,Monsoon,Rainy,Local Event,0,206,4.51,67,89,31,19
2028-08-03,Thursday,0,Monsoon,Cloudy,Festival,1,700,20.74,159,183,141,217
2028-08-04,Friday,0,Monsoon,Cloudy,No Occasion,1,414,10.04,109,84,110,111
2028-08-05,Saturday,1,Monsoon,Rainy,No Occasion,0,351,7.94,126,84,72,69
2028-08-06,Sunday,1,Monsoon,Heavy Rain,No Occasion,0,364,10.26,99,119,89,57
2028-08-07,Monday,0,Monsoon,Cloudy,No Occasion,0,302,6.68,101,123,50,28
2028-08-08,Tuesday,0,Monsoon,Cloudy,No Occasion,0,372,7.7,118,139,47,68
2028-08-09,Wednesday,0,Monsoon,Heavy Rain,No Occasion,0,240,6.42,99,75,57,9
2028-08-10,Thursday,0,Monsoon,Rainy,No Occasion,1,187,4.59,51,66,36,34
2028-08-11,Friday,0,Monsoon,Cloudy,No Occasion,0,325,7.38,122,82,91,30
2028-08-12,Saturday,1,Monsoon,Rainy,No Occasion,0,295,7.4,129,115,40,11
2028-08-13,Sunday,1,Monsoon,Rainy,No Occasion,0,312,6.7,137,114,52,9
2028-08-14,Monday,0,Monsoon,Cloudy,No Occasion,0,220,5.26,110,33,59,18
2028-08-15,Tuesday,0,Monsoon,Rainy,Festival,1,350,9.06,56,104,76,114
2028-08-16,Wednesday,0,Monsoon,Cloudy,No Occasion,0,266,7.7,113,61,52,40
2028-08-17,Thursday,0,Monsoon,Cloudy,Festival,1,561,16.82,122,96,134,209
2028-08-18,Friday,0,Monsoon,Sunny,No Occasion,0,367,8.71,160,50,100,57
2028-08-19,Saturday,1,Monsoon,Heavy Rain,No Occasion,0,161,4.54,63,60,29,9
2028-08-20,Sunday,1,Monsoon,Sunny,No Occasion,0,447,11.46,165,95,122,65
2028-08-21,Monday,0,Monsoon,Rainy,No Occasion,0,238,6.46,69,89,54,26
2028-08-22,Tuesday,0,Monsoon,Cloudy,No Occasion,0,278,8.17,82,82,53,61
2028-08-23,Wednesday,0,Monsoon,Rainy,No Occasion,1,198,4.87,48,65,23,62
2028-08-24,Thursday,0,Monsoon,Sunny,No Occasion,0,279,6.68,87,64,57,71
2028-08-25,Friday,0,Monsoon,Rainy,No Occasion,0,303,8.26,131,122,28,22
2028-08-26,Saturday,1,Monsoon,Rainy,No Occasion,0,338,7.82,116,84,109,29
2028-08-27,Sunday,1,Monsoon,Heavy Rain,No Occasion,0,317,8.59,119,89,59,50
2028-08-28,Monday,0,Monsoon,Cloudy,No Occasion,0,406,9.27,106,109,92,99
2028-08-29,Tuesday,0,Monsoon,Cloudy,No Occasion,0,253,7.3,77,81,52,43
2028-08-30,Wednesday,0,Monsoon,Sunny,No Occasion,0,235,6.63,54,67,75,39
2028-08-31,Thursday,0,Monsoon,Heavy Rain,Festival,0,323,8.94,51,93,110,69
2028-09-01,Friday,0,Monsoon,Rainy,No Occasion,0,307,7.46,96,94,86,31
2028-09-02,Saturday,1,Monsoon,Rainy,No Occasion,1,305,8.86,92,72,75,66
2028-09-03,Sunday,1,Monsoon,Heavy Rain,Festival,1,409,10.13,121,115,87,86
2028-09-04,Monday,0,Monsoon,Heavy Rain,Festival,1,214,5.71,45,65,38,66
2028-09-05,Tuesday,0,Monsoon,Cloudy,No Occasion,0,323,7.04,140,95,52,36
2028-09-06,Wednesday,0,Monsoon,Sunny,No Occasion,0,234,6.97,87,28,70,49
2028-09-07,Thursday,0,Monsoon,Rainy,No Occasion,0,253,6.95,90,117,28,18
2028-09-08,Friday,0,Monsoon,Rainy,No Occasion,0,266,7.04,71,86,36,73
2028-09-09,Saturday,1,Monsoon,Cloudy,Local Event,1,555,12.62,155,147,106,147
2028-09-10,Sunday,1,Monsoon,Cloudy,Festival,1,760,21.57,169,146,216,229
2028-09-11,Monday,0,Monsoon,Cloudy,No Occasion,1,419,9.96,158,82,71,108
2028-09-12,Tuesday,0,Monsoon,Cloudy,No Occasion,0,331,9.68,111,134,83,3
2028-09-13,Wednesday,0,Monsoon,Cloudy,No Occasion,0,243,5.23,74,88,59,22
2028-09-14,Thursday,0,Monsoon,Sunny,No Occasion,0,292,6.12,41,93,63,95
2028-09-15,Friday,0,Monsoon,Rainy,No Occasion,0,211,5.42,51,75,47,38
2028-09-16,Saturday,1,Monsoon,Rainy,No Occasion,0,341,9.25,103,110,94,34
2028-09-17,Sunday,1,Monsoon,Heavy Rain,No Occasion,0,292,7.94,102,88,75,27
2028-09-18,Monday,0,Monsoon,Rainy,No Occasion,0,302,7.99,96,116,65,25
2028-09-19,Tuesday,0,Monsoon,Sunny,No Occasion,0,345,9.98,110,96,76,63
2028-09-20,Wednesday,0,Monsoon,Sunny,Local Event,0,279,7.11,120,58,53,48
